URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
110164,870,Reading,6007,St Joseph's Convent Preparatory School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,,0,Not applicable,22/07/1999,0,Not applicable,3,12,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,Roman Catholic,0,Not applicable,2,Selective,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,25/09/2015,66 Upper Redlands Road,,,Reading,Berkshire,RG1 5JT,,1189661000,Mrs,Veronica M,Brookes,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002330,Redlands,E14000889,Reading East,C1,Urban city and town,E06000038,473183,172464,,Reading 012,Reading 012E,,,,,,903,Pre LGR (1998) Berkshire,6145,,North-West London and South-Central England,,310070978,,E02003400,E01016418
110097,870,Reading,5401,Reading School,5,Foundation school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,31/01/2011,4,Secondary,11,18,2,Children's home (Boarding school),Not applicable,1,Has a sixth form,1,Boys,6,None,Does not apply,0,Not applicable,2,Selective,820,2,No Special Classes,,,,,,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10005401,,Not applicable,20/05/2010,0,Not applicable,15/10/2018,Erleigh Road,,,Reading,Berkshire,RG1 5LW,,1189015600,Mr,J,Weeds,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002330,Redlands,E14000889,Reading East,C1,Urban city and town,E06000038,472757,172673,,Reading 014,Reading 014F,,,,,,903,Pre LGR (1998) Berkshire,5401,Outstanding,North-West London and South-Central England,,310062469,,E02003402,E01016414
136449,870,Reading,5401,Reading School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01/02/2011,99,,,4,Secondary,11,18,3,Boarding school,Not applicable,1,Has a sixth form,1,Boys,6,None,Does not apply,0,Not applicable,2,Selective,887,2,No Special Classes,18/01/2018,986,986,0,1.5,5,Supported by a single-academy trust,4329,READING SCHOOL,-,,Not applicable,,,10032956,,Not applicable,,0,Not applicable,19/09/2018,Erleigh Road,,,Reading,Berkshire,RG1 5LW,http://www.reading-school.co.uk/,1189015600,Mr,Ashley,Robson,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002330,Redlands,E14000889,Reading East,C1,Urban city and town,E06000038,472757,172673,,Reading 014,Reading 014F,,,,,,903,Pre LGR (1998) Berkshire,5401,,North-West London and South-Central England,,310062469,,E02003402,E01016414
109787,870,Reading,2018,Redlands Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,280,2,No Special Classes,18/01/2018,265,123,142,5.2,0,Not applicable,,,Not applicable,,Not under a federation,,,10068910,,Not applicable,07/11/2017,0,Not applicable,19/09/2018,Lydford Road,,,Reading,Berkshire,RG1 5QH,www.redlandsschool.co.uk,1189375527,Mrs,Shabana,Aslam,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002330,Redlands,E14000889,Reading East,C1,Urban city and town,E06000038,473186,172498,,Reading 012,Reading 012E,,,,,,903,Pre LGR (1998) Berkshire,2018,Good,North-West London and South-Central England,,310021347,,E02003400,E01016418
130601,870,Reading,8000,Reading College and School of Arts and Design,18,Further education,1,Colleges,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/12/2003,6,16 plus,16,99,9,,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,108331,General Further Education College,,0,Not applicable,24/09/2015,Crescent Road,,,Reading,Berkshire,RG1 5RQ,,1189675000,Mr,F,Crindle,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002328,Park,E14000889,Reading East,C1,Urban city and town,E06000038,473728,172606,,Reading 012,Reading 012A,,,,,,903,Pre LGR (1998) Berkshire,8000,,North-West London and South-Central England,,,,E02003400,E01016401
139268,870,Reading,4000,UTC Reading,40,University technical college,11,Free Schools,1,Open,6,New Provision,02/09/2013,99,,,4,Secondary,14,19,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Does not apply,9999,,4,Non-selective,600,0,Not applicable,18/01/2018,433,367,66,6.9,3,Supported by a multi-academy trust,15710,ACTIVATE LEARNING EDUCATION TRUST,Linked to a sponsor,Activate Learning Education Trust,Not applicable,,,10041666,,Not applicable,20/05/2015,0,Not applicable,11/01/2019,Crescent Road,East Reading,,Reading,Berkshire,RG1 5RQ,http://www.utcreading.co.uk/,1189381020,Mr,Jonathan,Nicholls,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002328,Park,E14000889,Reading East,C1,Urban city and town,E06000038,473728,172606,,Reading 012,Reading 012A,Ofsted,,,,,999,,,Outstanding,North-West London and South-Central England,,310079041,,E02003400,E01016401
141886,870,Reading,4001,Maiden Erlegh School in Reading,35,Free schools,11,Free Schools,1,Open,6,New Provision,01/09/2015,99,,,4,Secondary,11,16,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,9999,,4,Non-selective,900,0,Not applicable,18/01/2018,538,285,253,11.5,3,Supported by a multi-academy trust,15762,MAIDEN ERLEGH TRUST,Linked to a sponsor,Maiden Erlegh School,Not applicable,,,10053827,,Not applicable,06/06/2018,0,Not applicable,18/10/2018,81 Crescent Road,,,Reading,,RG1 5SL,http://www.maidenerleghschoolreading.co.uk/,11898668065,Mr,Andy,Johnson,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002328,Park,E14000889,Reading East,C1,Urban city and town,E06000038,473724,172621,,Reading 012,Reading 012A,,,,,,999,,,Good,North-West London and South-Central England,United Kingdom,310082662,,E02003400,E01016401
109779,870,Reading,2005,Coley Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,300,2,No Special Classes,18/01/2018,279,133,146,17.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10068912,,Not applicable,03/07/2018,0,Not applicable,20/09/2018,Wolseley Street,,,Reading,Berkshire,RG1 6AZ,www.coleyprimary.reading.sch.uk,1189375461,Mrs,Sarah,Pengelly,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,471132,172818,,Reading 011,Reading 011E,,,,,,903,Pre LGR (1998) Berkshire,2005,Good,North-West London and South-Central England,,310009744,,E02003399,E01016391
109798,870,Reading,2032,Coley Park Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/08/2004,2,Primary,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,210,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Wensley Road,,,Reading,Berkshire,RG1 6DU,,1189015459,Mr,G P,Davies,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,470497,172148,,Reading 013,Reading 013B,,,,,,903,Pre LGR (1998) Berkshire,2032,,North-West London and South-Central England,,,,E02003401,E01016389
110002,870,Reading,3301,St Mary and All Saints Church of England Voluntary Aided Primary School,2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,01/01/1900,6,For Academy,31/10/2018,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,460,2,No Special Classes,18/01/2018,399,204,195,20.2,0,Not applicable,,,Not applicable,,Not under a federation,,,10081362,,Not applicable,18/10/2017,0,Not applicable,31/10/2018,Wensley Road,Coley Park,,Reading,Berkshire,RG1 6DU,http://www.st-maryallsaints.reading.sch.uk,1189015545,Mrs,Candida,Hutchinson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,470434,172117,,Reading 013,Reading 013B,,,,,,903,Pre LGR (1998) Berkshire,3301,Special Measures,North-West London and South-Central England,,310068175,,E02003401,E01016389
146275,870,Reading,2035,St Mary & All Saints Church of England Primary School,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/11/2018,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Church of England,CE27,Diocese of Oxford,0,Not applicable,460,2,No Special Classes,,,,,,3,Supported by a multi-academy trust,5315,THE WHITE HORSE FEDERATION,Linked to a sponsor,The White Horse Federation,Not applicable,,,10081215,,,,0,Not applicable,03/12/2018,Wensley Road,Coley Park,,Reading,,RG1 6DU,,1189015545,Mrs,Candida,Hutchinson,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,470532,172200,,Reading 013,Reading 013B,,,,,,999,,,,North-West London and South-Central England,United Kingdom,310068175,,E02003401,E01016389
109945,870,Reading,3000,All Saints Church of England Aided Infant School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,60,2,No Special Classes,18/01/2018,60,32,28,8.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10078338,,Not applicable,07/02/2017,0,Not applicable,19/09/2018,Brownlow Road,,,Reading,Berkshire,RG1 6NP,www.allsaints.reading.sch.uk/,1189375413,,Susannah,Daniel,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,470389,173005,,Reading 013,Reading 013D,,,,,,903,Pre LGR (1998) Berkshire,3000,Good,North-West London and South-Central England,,310059202,,E02003401,E01016392
137281,870,Reading,2002,All Saints Junior School,35,Free schools,11,Free Schools,1,Open,6,New Provision,01/09/2011,99,,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0,Not applicable,0,Not applicable,100,0,Not applicable,18/01/2018,97,54,43,4.1,3,Supported by a multi-academy trust,2597,CFBT SCHOOLS TRUST,Linked to a sponsor,Education Development Trust,Not applicable,,,10035254,,Not applicable,10/07/2013,0,Not applicable,19/09/2018,"August House, Brownlow Road",,,Reading,Berkshire,RG1 6NP,www.allsaintsjuniorschoolreading.co.uk/,1189393362,Mrs,Susannah,Daniel,Headteacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002326,Minster,E14000890,Reading West,C1,Urban city and town,E06000038,470389,173005,,Reading 013,Reading 013D,,,,,,999,,,Outstanding,North-West London and South-Central England,,310059202,,E02003401,E01016392
140379,870,Reading,2015,Civitas Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/09/2015,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,None,0,Not applicable,9,,420,0,Not applicable,18/01/2018,154,79,75,7.8,3,Supported by a multi-academy trust,4320,REACH2 ACADEMY TRUST,Linked to a sponsor,REAch2 Academy Trust,Not applicable,,,10052493,,Not applicable,19/09/2018,0,Not applicable,14/11/2018,90a Great Knollys Street,,,Reading,Berkshire,RG1 7HL,www.civitasacademy.co.uk,1184676720,,Salima,Ducker,Executive Head Teacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,J,South East,E06000038,Reading,E05002319,Abbey,E14000889,Reading East,C1,Urban city and town,E06000038,470898,173665,,Reading 011,Reading 011B,,,,,,999,,,Good,North-West London and South-Central England,,310035824,,E02003399,E01016353
109786,870,Reading,2016,Oxford Road Community School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,292,2,No Special Classes,18/01/2018,284,145,139,15.6,0,Not applicable,,,Not applicable,,Not under a federation,,,10068911,,Not applicable,16/10/2014,0,Not applicable,19/09/2018,146 Oxford Road,,,Reading,Berkshire,RG1 7PJ,www.oxfordroad.reading.sch.uk/,1189375511,Mrs,Claire,Hurst,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002320,Battle,E14000890,Reading West,C1,Urban city and town,E06000038,470489,173459,,Reading 007,Reading 007B,,,,,,903,Pre LGR (1998) Berkshire,2016,Good,North-West London and South-Central England,,310016686,,E02003395,E01016358
109780,870,Reading,2006,E P Collier Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,472,1,Has Special Classes,18/01/2018,349,193,156,10.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10077166,,Not applicable,07/11/2017,0,Not applicable,19/09/2018,Ross Road,,,Reading,Berkshire,RG1 8DZ,www.epcollier.reading.sch.uk/,1189375470,Mrs,Justine,McMinn,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,9,12,,,J,South East,E06000038,Reading,E05002319,Abbey,E14000889,Reading East,C1,Urban city and town,E06000038,471148,174185,,Reading 007,Reading 007A,,,,,,903,Pre LGR (1998) Berkshire,2006,Good,North-West London and South-Central England,,310062465,,E02003395,E01016355
109769,870,Reading,1103,Seagulls Pupil Referral Unit,14,Pupil referral unit,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/03/2005,0,Not applicable,11,13,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,14/11/2018,E P Collier Site,Ross Road,,Reading,Berkshire,RG1 8EJ,,1189015583,Mrs,Zoe,Lattimer,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002319,Abbey,E14000889,Reading East,C1,Urban city and town,E06000038,471119,174160,,Reading 007,Reading 007A,,,,,,903,Pre LGR (1998) Berkshire,1103,,North-West London and South-Central England,,310014575,,E02003395,E01016355
109878,872,Wokingham,2149,The Colleton Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,420,2,No Special Classes,18/01/2018,381,202,179,2.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10068957,,Not applicable,18/07/2017,0,Not applicable,19/09/2018,Colleton Drive,Twyford,,Reading,Berkshire,RG10 0AX,www.colleton.wokingham.sch.uk/,1189340530,Mrs,Caroline,Norris,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002393,Twyford,E14000803,Maidenhead,D1,Rural town and fringe,E06000041,479467,175351,,Wokingham 002,Wokingham 002D,,,,,,903,Pre LGR (1998) Berkshire,2149,Good,North-West London and South-Central England,,14041385,,E02003440,E01016693
109972,872,Wokingham,3037,"St Nicholas Church of England Primary, Hurst",3,Voluntary controlled school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,140,2,No Special Classes,18/01/2018,137,67,70,1.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10079108,,Not applicable,23/09/2015,0,Not applicable,19/09/2018,School Road,Hurst,,Wokingham,Berkshire,RG10 0DR,www.st-nicholaswokingham.co.uk/,1189340727,Miss,Debra,McGrail,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002383,Hurst,E14000803,Maidenhead,E1,Rural village,E06000041,479568,173335,,Wokingham 010,Wokingham 010C,,,,,,903,Pre LGR (1998) Berkshire,3037,Good,North-West London and South-Central England,,14040310,,E02003448,E01016656
110163,872,Wokingham,6010,Dolphin School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,02/07/1971,0,Not applicable,,0,Not applicable,3,13,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0,Not applicable,4,Non-selective,325,2,No Special Classes,18/01/2018,214,107,107,,0,Not applicable,,,Not applicable,,Not applicable,,,10018627,,Not applicable,,0,Not applicable,27/09/2018,Waltham Rd,Hurst,,Reading,Berkshire,RG10 0FR,www.dolphinschool.com,1189341277,Mr,Tom,Lewis,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002383,Hurst,E14000803,Maidenhead,E1,Rural village,E06000041,480322,174758,,Wokingham 004,Wokingham 004B,ISI,0,36,Does not have boarders,,903,Pre LGR (1998) Berkshire,6144,,North-West London and South-Central England,,10000088308,,E02003442,E01016657
109832,868,Windsor and Maidenhead,2092,Waltham St Lawrence Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,133,2,No Special Classes,18/01/2018,114,61,53,11.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10068963,,Not applicable,31/01/2017,0,Not applicable,15/01/2019,School Road,West End,Waltham St Lawrence,Reading,Berkshire,RG10 0NU,www.wslprimary.org,1189343248,Mrs,Li-Juan,Ellerton,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000040,Windsor and Maidenhead,E05002364,Hurley and Walthams,E14000803,Maidenhead,F1,Rural hamlet and isolated dwellings,E06000040,482623,175371,,Windsor and Maidenhead 002,Windsor and Maidenhead 002G,,,,,,903,Pre LGR (1998) Berkshire,2092,Outstanding,North-West London and South-Central England,,1.00E+11,,E02003422,E01016581
